measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1998,10237.145538008199,11395.607960297451,9192.47126098555
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1999,19422.953848938327,21652.246891218543,17484.861410322053
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.1038523377267928,0.1158040091380415,0.0934958159965738
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1999,10248.76247259594,11425.07659298343,9226.10396206263
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2000,19959.84234229066,22278.174347496897,17989.703194671645
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.1040575529036248,0.1160452293675237,0.0938115532976448
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2000,10267.58255101304,11460.16036981052,9254.119318775949
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2001,20531.324738804924,22818.17745926753,18465.04492690708
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.1043528640773459,0.1160088480111308,0.0939199171631973
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2001,10294.410340413231,11441.038752949979,9258.37722845406
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2002,21126.035587595787,23415.715198017104,18943.257571076087
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.1046784610417907,0.1160308920046753,0.0939166617301157
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2002,10325.00997408996,11444.05404258293,9258.212339562499
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2003,21736.678689572207,24075.190109508774,19448.901426057088
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.1050251466363484,0.1164547252649159,0.0939970099200331
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2003,10356.34672996242,11470.5204012353,9266.34512851014
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2004,22355.03731236911,24840.835352859613,20002.941970367912
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.1053504218762519,0.1170853410934318,0.0942792148617605
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2004,10385.38531380723,11540.20201583603,9292.68230999798
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2005,22972.151291719023,25557.23142244931,20539.52761368914
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.1056268029546927,0.1175358258907162,0.0944979206546496
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2005,10409.01165544067,11580.34858724641,9306.75493179451
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2006,23578.5017804722,26216.37731077869,21106.20489475049
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.1058181440960547,0.1176060993320187,0.0946906309010315
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2006,10424.55900792052,11590.82009512853,9331.50377437514
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2007,24170.861325408063,26844.094436025967,21650.21625568565
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.1059563479880048,0.1176045479286547,0.0948690285038091
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2007,10432.37616490372,11586.169280134,9344.441515346489
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2008,24751.69765546115,27541.31901166604,22171.50033375529
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.1060491166888721,0.117924230903764,0.0949534394908709
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2008,10435.40075587257,11611.51470225133,9347.58070182915
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2009,25323.51098944942,28292.611782086205,22737.60460999652
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.1061209269655995,0.1184102443500483,0.0952240397996992
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2009,10436.45988572396,11660.10147838997,9370.74241042435
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2010,25890.01806343584,28907.07359602098,23287.13622831877
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.1061915525771431,0.11859093545531,0.0954706817535722
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2010,10438.426173321739,11654.85295836826,9388.98735844035
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2011,26465.96715968033,29609.80123674599,23840.312174643263
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.1063071648357871,0.1186851559892074,0.0956769509299883
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,10444.86936772943,11685.59244618895,9408.64714475246
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2012,27059.472361893044,30275.668605419243,24336.134402914344
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.1064809316835605,0.118922319453908,0.0956850973218893
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2012,10456.97132948119,11699.85114098485,9404.55365567493
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2013,27674.156531144177,30995.720825963966,24861.07702320017
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.1067070512856354,0.1193284225615863,0.0958120418182003
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2013,10474.130959591579,11731.27855776654,9409.43498113276
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2014,28311.4384230096,31722.69269437437,25455.075738701416
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.1069683979327885,0.1196335128424905,0.0961100439236773
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2014,10495.33955995861,11759.92638060686,9436.45672149976
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2015,28972.041629300667,32465.97803721957,26121.80880360015
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.1072458740620804,0.1200887592366584,0.0966608828594792
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2015,10519.12948726745,11787.7031682471,9484.27082780447
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2016,29667.541450941982,33151.57012449214,26772.53199646101
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.1075692454800013,0.1199472059856581,0.0970116305811706
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2016,10547.07383125673,11785.67689214441,9517.87232128032
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2017,30412.67338658409,33927.71082244077,27549.276126029494
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.1079660505436485,0.1205188273890626,0.0976496106612825
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2017,10582.14780817968,11805.21179945408,9585.82326085816
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2018,31190.38977754527,34639.385926685936,28216.023740037963
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.1083907090302391,0.1203543339652037,0.097810821808889
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2018,10620.35405632193,11794.740157425911,9607.57990900529
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2019,31982.76503411729,35523.53803993945,28759.86201448503
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.1087957039211147,0.120735151610039,0.0976039126671806
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,10657.37324765994,11837.238073857161,9583.42981642154
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2020,33302.80982387119,37747.34772902636,29046.11374423517
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2020,0.1109131719804982,0.1256808841330134,0.0968457740657471
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2020,10862.57137096432,12312.2721758225,9474.14002796075
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,2021,35731.155537073326,40692.744381348646,31338.14004508608
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,2021,0.1165855981988502,0.1327027913734837,0.1021658372243889
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,2021,11416.36532057623,13001.62921605735,10012.76476633607
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,1,Number,1990,1937609.569030356,2149248.6478956863,1749740.1076160264
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.114925919270495,0.127628162835676,0.1037577503564425
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,3,Rate,1990,11310.844305616389,12546.292720142841,10214.1516272762
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,1,Number,1991,1963608.459655193,2181549.7677625897,1779279.50714638
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.1153234763998952,0.128051103192927,0.1044698421194093
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,3,Rate,1991,11349.04401315177,12608.676749929178,10283.6802006084
